TL,TR,sCh,cCh,deaths,region_en,district
2010-07-12,2010-07-18,0.0,,0.0,Centre,Elig Mfomo Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Ndop Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Ndu Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Njikwa Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Nkambe Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Santa Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Tubah Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Maga Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Makary Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Meri Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Mindif Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Mogode Health District
2017-11-06,2017-11-12,0.0,,0.0,South,Meyomessala Health District
2017-11-06,2017-11-12,0.0,,0.0,South,Mvangan Health District
2017-11-06,2017-11-12,0.0,,0.0,South,Olamze Health District
2017-11-06,2017-11-12,0.0,,0.0,South,Sangmelima Health District
2017-11-06,2017-11-12,0.0,,0.0,South,Zoetele Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Bafang Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Baham Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Bamendjou Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Bandja Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Bandjoun Health District
2018-11-19,2018-11-25,0.0,,,Littoral,Abo Health District
2018-11-19,2018-11-25,0.0,,,Littoral,Boko Health District
2018-11-19,2018-11-25,0.0,,,Littoral,Bonassama Health District
2019-02-04,2019-02-10,0.0,,0.0,North,Poli Health District
2019-02-04,2019-02-10,0.0,,0.0,North,Rey Bouba Health District
2019-02-04,2019-02-10,0.0,,0.0,North,Tchollire Health District
2019-02-04,2019-02-10,0.0,,0.0,North,Touboro Health District
2019-02-04,2019-02-10,0.0,,,North,Ngong Health District
2019-02-04,2019-02-10,0.0,,0.0,Littoral,Boko Health District
2019-02-04,2019-02-10,0.0,,0.0,Littoral,Bonassama Health District
2019-02-04,2019-02-10,0.0,,0.0,Littoral,Cite des palmiers Health District
2019-02-04,2019-02-10,0.0,,0.0,Littoral,Deido Health District
2019-02-04,2019-02-10,0.0,,0.0,Littoral,Edea Health District
2019-02-04,2019-02-10,0.0,,0.0,Littoral,Logbaba Health District
2019-02-04,2019-02-10,0.0,,0.0,Littoral,Loum Health District
2011-07-25,2011-07-31,5.0,,0.0,Littoral,Logbaba Health District
2011-07-25,2011-07-31,10.0,,0.0,Littoral,New Bell Health District
2011-07-25,2011-07-31,11.0,,0.0,Littoral,Edea Health District
2011-07-25,2011-07-31,14.0,,0.0,Littoral,Bonassama Health District
2011-07-25,2011-07-31,6.0,,1.0,Littoral,Nylon Health District
2011-07-25,2011-07-31,8.0,,1.0,Littoral,Deido Health District
2011-07-25,2011-07-31,0.0,,0.0,East,Abong Mbang Health District
2016-07-25,2016-07-31,0.0,,0.0,North-West,Benakuma Health District
2016-07-25,2016-07-31,0.0,,0.0,North-West,Fundong Health District
2016-07-25,2016-07-31,0.0,,0.0,North-West,Kumbo West Health District
2016-07-25,2016-07-31,0.0,,0.0,North-West,Mbengwi Health District
2016-07-25,2016-07-31,0.0,,0.0,North-West,Ndop Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Mogode Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Mokolo Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Mora Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Moulvoudaye Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Moutourwa Health District
2013-07-01,2013-07-07,0.0,,0.0,North-West,Ndop Health District
2013-07-01,2013-07-07,0.0,,0.0,North-West,Ndu Health District
2013-07-01,2013-07-07,0.0,,0.0,North-West,Njikwa Health District
2013-07-01,2013-07-07,0.0,,0.0,North-West,Nkambe Health District
2013-07-01,2013-07-07,0.0,,0.0,North-West,Nwa Health District
2013-07-01,2013-07-07,0.0,,0.0,North-West,Santa Health District
2018-03-12,2018-03-18,0.0,,,Far North,Guere Health District
2018-03-12,2018-03-18,0.0,,,Far North,Guidiguis Health District
2018-03-12,2018-03-18,0.0,,,Far North,Hina Health District
2018-03-12,2018-03-18,0.0,,,Far North,Kaele Health District
2018-03-12,2018-03-18,0.0,,,Far North,Kar Hay Health District
2016-03-07,2016-03-13,0.0,,0.0,Far North,Guere Health District
2016-03-07,2016-03-13,0.0,,0.0,Far North,Guidiguis Health District
2016-03-07,2016-03-13,0.0,,0.0,Far North,Hina Health District
2016-03-07,2016-03-13,0.0,,0.0,Far North,Kaele Health District
2016-03-07,2016-03-13,0.0,,0.0,Far North,Kar Hay Health District
2016-03-07,2016-03-13,0.0,,0.0,Far North,Kolofata Health District
2016-03-07,2016-03-13,0.0,,0.0,Far North,Koza Health District
2012-08-20,2012-08-26,0.0,,0.0,Far North,Mada Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Mindif Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Mogode Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Mokolo Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Mora Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Moulvoudaye Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Moutourwa Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Pette Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Roua Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Vele Health District
2015-09-07,2015-09-13,0.0,,0.0,Far North,Yagoua Health District
2015-09-07,2015-09-13,0.0,,0.0,Centre,Akonolinga Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Foumban Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Foumbot Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Galim Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Kekem Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Kouoptamo Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Malantouen Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Massangam Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Mbouda Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Mifi Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Penka Michel Health District
2015-05-11,2015-05-17,0.0,,0.0,West,Santchou Health District
2015-05-11,2015-05-17,0.0,,0.0,North-West,Ako Health District
2017-04-10,2017-04-16,0.0,,0.0,Littoral,Ngambe Health District
2015-08-10,2015-08-16,0.0,,0.0,Littoral,New Bell Health District
2015-08-10,2015-08-16,0.0,,0.0,Littoral,Njombe penja Health District
2015-08-10,2015-08-16,0.0,,0.0,Littoral,Nkondjock Health District
2015-08-10,2015-08-16,0.0,,0.0,Littoral,Nkongsamba Health District
2015-08-10,2015-08-16,0.0,,0.0,Littoral,Nylon Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Gazawa Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Goulfey Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Guere Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Guidiguis Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Hina Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Kaele Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Kar Hay Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Kolofata Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Kousseri Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Mada Health District
2010-10-25,2010-10-31,3.0,,2.0,Far North,Mogode Health District
2010-10-25,2010-10-31,23.0,,3.0,Far North,Yagoua Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Awae Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Ayos Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Bafia Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Ebebda Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Efoulan Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Elig Mfomo Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Eseka Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Esse Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Evodoula Health District
2010-10-25,2010-10-31,0.0,,0.0,Centre,Mbalmayo Health District
2013-04-08,2013-04-14,0.0,,0.0,East,Betare Oya Health District
2013-04-08,2013-04-14,0.0,,0.0,East,Doume Health District
2013-04-08,2013-04-14,0.0,,0.0,East,Garoua Boulai Health District
2010-05-03,2010-05-09,0.0,,0.0,North,Poli Health District
2010-05-03,2010-05-09,0.0,,0.0,North,Rey Bouba Health District
2010-05-03,2010-05-09,0.0,,0.0,North,Tchollire Health District
2012-09-24,2012-09-30,0.0,,0.0,Far North,Kolofata Health District
2015-02-09,2015-02-15,0.0,,0.0,Far North,Mokolo Health District
2015-02-09,2015-02-15,0.0,,0.0,Far North,Mora Health District
2012-09-24,2012-09-30,0.0,,0.0,Far North,Kousseri Health District
2015-02-09,2015-02-15,0.0,,0.0,Far North,Moulvoudaye Health District
2015-02-09,2015-02-15,0.0,,0.0,Far North,Moutourwa Health District
2015-02-09,2015-02-15,0.0,,0.0,Far North,Pette Health District
2015-02-09,2015-02-15,0.0,,0.0,Far North,Roua Health District
2012-09-24,2012-09-30,0.0,,0.0,Far North,Mada Health District
2015-02-09,2015-02-15,0.0,,0.0,Far North,Vele Health District
2012-09-24,2012-09-30,0.0,,0.0,Far North,Maga Health District
2015-02-09,2015-02-15,0.0,,0.0,Far North,Yagoua Health District
2015-02-09,2015-02-15,0.0,,0.0,Centre,Akonolinga Health District
2012-09-24,2012-09-30,0.0,,0.0,Far North,Makary Health District
2015-02-09,2015-02-15,0.0,,0.0,Centre,Awae Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Esse Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Evodoula Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Mbalmayo Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Mbandjock Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Mbankomo Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Monatele Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Mogode Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Mokolo Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Mora Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Moulvoudaye Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Moutourwa Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Pette Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Roua Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Tokombere Health District
2013-11-11,2013-11-17,0.0,,0.0,Far North,Vele Health District
2013-11-11,2013-11-17,0.0,,0.0,Centre,Akonolinga Health District
2013-11-11,2013-11-17,0.0,,0.0,Centre,Awae Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Akonolinga Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Ayos Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Bafia Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Ebebda Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Efoulan Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Elig Mfomo Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Eseka Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Esse Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Evodoula Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Mbalmayo Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Mbandjock Health District
2010-06-07,2010-06-13,0.0,,0.0,Centre,Mbankomo Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Logbaba Health District
2018-08-06,2018-08-12,0.0,,,Centre,Awae Health District
2010-09-13,2010-09-19,0.0,,0.0,South-West,Mundemba Health District
2010-09-13,2010-09-19,0.0,,0.0,South-West,Muyuka Health District
2010-09-13,2010-09-19,0.0,,0.0,South-West,Nguti Health District
2010-09-13,2010-09-19,0.0,,0.0,South-West,Tiko Health District
2010-09-13,2010-09-19,0.0,,0.0,South-West,Tombel Health District
2014-08-18,2014-08-24,0.0,,0.0,South-West,Kumba Health District
2011-04-11,2011-04-17,0.0,,0.0,West,Mbouda Health District
2011-04-11,2011-04-17,0.0,,0.0,West,Mifi Health District
2011-04-11,2011-04-17,0.0,,0.0,West,Penka Michel Health District
2011-04-11,2011-04-17,2.0,,0.0,West,Santchou Health District
2011-04-11,2011-04-17,34.0,,1.0,West,Foumban Health District
2011-04-11,2011-04-17,0.0,,0.0,North-West,Ako Health District
2011-04-11,2011-04-17,0.0,,0.0,North-West,Bafut Health District
2011-04-11,2011-04-17,0.0,,0.0,North-West,Bali Health District
2011-04-11,2011-04-17,0.0,,0.0,North-West,Bamenda Health District
2011-04-11,2011-04-17,0.0,,0.0,North-West,Batibo Health District
2011-04-11,2011-04-17,0.0,,0.0,North-West,Fundong Health District
2014-05-19,2014-05-25,0.0,,0.0,North,Touboro Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Bonassama Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Cite des palmiers Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Deido Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Dibombari Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Edea Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Logbaba Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Loum Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Manjo Health District
2014-05-19,2014-05-25,0.0,,0.0,Littoral,Manoka Health District
2010-08-09,2010-08-15,0.0,,0.0,West,Bangangte Health District
2010-08-09,2010-08-15,0.0,,0.0,West,Bangourain Health District
2010-08-09,2010-08-15,0.0,,0.0,West,Mbouda Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Loum Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Manjo Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Manoka Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Mbanga Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Melong Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Ndom Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,New Bell Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Ngambe Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Njombe penja Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Nkondjock Health District
2015-01-05,2015-01-11,0.0,,0.0,Littoral,Nylon Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Foumbot Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Galim Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Kekem Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Kouoptamo Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Malantouen Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Massangam Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Mbouda Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Mifi Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Penka Michel Health District
2014-02-24,2014-03-02,0.0,,0.0,West,Santchou Health District
2013-08-19,2013-08-25,0.0,,0.0,Far North,Kaele Health District
2013-08-19,2013-08-25,0.0,,0.0,Far North,Kar Hay Health District
2013-08-19,2013-08-25,0.0,,0.0,Far North,Kolofata Health District
2014-10-13,2014-10-19,0.0,,0.0,Centre,Ngoumou Health District
2014-10-13,2014-10-19,0.0,,0.0,Centre,Ntui Health District
2014-10-13,2014-10-19,0.0,,0.0,Centre,Obala Health District
2014-10-13,2014-10-19,0.0,,0.0,Centre,Okola Health District
2014-10-13,2014-10-19,0.0,,0.0,Centre,Saa Health District
2014-10-13,2014-10-19,0.0,,0.0,Centre,Soa Health District
2018-11-19,2018-11-25,0.0,,,Littoral,Ndom Health District
2018-11-19,2018-11-25,0.0,,,Littoral,New Bell Health District
2018-11-19,2018-11-25,0.0,,,Littoral,Ngambe Health District
2018-11-19,2018-11-25,0.0,,,Littoral,Nkongsamba Health District
2018-11-19,2018-11-25,0.0,,,Littoral,Nylon Health District
2018-11-19,2018-11-25,0.0,,,Littoral,Yabassi Health District
2018-11-19,2018-11-25,0.0,,,East,Abong Mbang Health District
2018-03-12,2018-03-18,0.0,,,Far North,Kousseri Health District
2018-03-12,2018-03-18,0.0,,,Far North,Koza Health District
2018-03-12,2018-03-18,0.0,,,Far North,Mada Health District
2018-03-12,2018-03-18,0.0,,,Far North,Maga Health District
2018-03-12,2018-03-18,0.0,,,Far North,Makary Health District
2018-03-12,2018-03-18,0.0,,,Far North,Maroua 1 Health District
2018-03-12,2018-03-18,0.0,,,Far North,Maroua 2 Health District
2018-03-12,2018-03-18,0.0,,,Far North,Maroua 3 Health District
2018-03-12,2018-03-18,0.0,,,Far North,Meri Health District
2018-03-12,2018-03-18,0.0,,,Far North,Mindif Health District
2018-03-12,2018-03-18,0.0,,,Far North,Mogode Health District
2018-03-12,2018-03-18,0.0,,,Far North,Mokolo Health District
2017-07-17,2017-07-23,0.0,,0.0,South-West,Kumba Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Dschang Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Foumban Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Foumbot Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Galim Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Kekem Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Kouoptamo Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Malantouen Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Massangam Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Mbouda Health District
2017-11-06,2017-11-12,0.0,,0.0,West,Mifi Health District
2016-07-25,2016-07-31,0.0,,0.0,North-West,Wum Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Bibemi Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Figuil Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Garoua 2 Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Gaschiga Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Golombe Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Guider Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Lagdo Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Mayo Oulo Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Ngong Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Pitoa Health District
2016-07-25,2016-07-31,0.0,,0.0,North,Poli Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Kolofata Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Kousseri Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Koza Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Mada Health District
2010-04-05,2010-04-11,0.0,,0.0,North,Gaschiga Health District
2010-04-05,2010-04-11,0.0,,0.0,North,Golombe Health District
2010-04-05,2010-04-11,0.0,,0.0,North,Guider Health District
2010-04-05,2010-04-11,0.0,,0.0,North,Lagdo Health District
2010-04-05,2010-04-11,0.0,,0.0,North,Mayo Oulo Health District
2014-11-24,2014-11-30,0.0,,0.0,South,Lolodorf Health District
2014-11-24,2014-11-30,0.0,,0.0,South,Meyomessala Health District
2014-11-24,2014-11-30,0.0,,0.0,South,Mvangan Health District
2014-11-24,2014-11-30,0.0,,0.0,South,Olamze Health District
2014-11-24,2014-11-30,0.0,,0.0,South,Sangmelima Health District
2014-11-24,2014-11-30,0.0,,0.0,South,Zoetele Health District
2014-11-24,2014-11-30,0.0,,0.0,West,Bafang Health District
2014-11-24,2014-11-30,0.0,,0.0,West,Baham Health District
2014-01-20,2014-01-26,0.0,,0.0,Centre,Awae Health District
2014-01-20,2014-01-26,0.0,,0.0,Centre,Ayos Health District
2014-01-20,2014-01-26,0.0,,0.0,Centre,Bafia Health District
2014-01-20,2014-01-26,0.0,,0.0,Centre,Ebebda Health District
2014-01-20,2014-01-26,0.0,,0.0,Centre,Elig Mfomo Health District
2013-06-03,2013-06-09,0.0,,0.0,North-West,Tubah Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Mindif Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Mogode Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Mokolo Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Mora Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Moulvoudaye Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Moutourwa Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Pette Health District
2015-11-16,2015-11-22,0.0,,0.0,Far North,Roua Health District
2013-12-09,2013-12-15,0.0,,0.0,North-West,Tubah Health District
2013-12-09,2013-12-15,0.0,,0.0,North-West,Wum Health District
2013-12-09,2013-12-15,0.0,,0.0,North,Bibemi Health District
2013-12-09,2013-12-15,0.0,,0.0,North,Garoua 1 Health District
2013-12-09,2013-12-15,0.0,,0.0,North,Gaschiga Health District
2013-12-09,2013-12-15,0.0,,0.0,North,Golombe Health District
2013-12-09,2013-12-15,0.0,,0.0,North,Guider Health District
2013-12-09,2013-12-15,0.0,,0.0,North,Lagdo Health District
2013-12-09,2013-12-15,0.0,,0.0,North,Mayo Oulo Health District
2013-12-09,2013-12-15,0.0,,0.0,North,Ngong Health District
2018-08-06,2018-08-12,0.0,,,Centre,Ngoumou Health District
