TL,TR,sCh,cCh,deaths,region_en,district
2017-01-09,2017-01-15,0.0,,0.0,Far North,Goulfey Health District
2014-06-09,2014-06-15,0.0,,0.0,North-West,Batibo Health District
2010-03-08,2010-03-14,0.0,,0.0,East,Kette Health District
2015-12-14,2015-12-20,0.0,,0.0,Far North,Mada Health District
2016-01-11,2016-01-17,0.0,,0.0,South,Ambam Health District
2017-06-12,2017-06-18,0.0,,0.0,Centre,Djoungolo Health District
2016-11-28,2016-12-04,0.0,,0.0,North,Ngong Health District
2016-11-28,2016-12-04,0.0,,0.0,North,Poli Health District
2016-11-28,2016-12-04,0.0,,0.0,North,Touboro Health District
2016-11-28,2016-12-04,0.0,,0.0,Littoral,Bangue Health District
2015-09-28,2015-10-04,0.0,,0.0,Littoral,Pouma Health District
2015-09-28,2015-10-04,0.0,,0.0,East,Batouri Health District
2015-09-28,2015-10-04,0.0,,0.0,East,Kette Health District
2014-04-14,2014-04-20,0.0,,0.0,West,Galim Health District
2017-11-20,2017-11-26,0.0,,0.0,Far North,Makary Health District
2018-12-10,2018-12-16,0.0,,,Littoral,Bonassama Health District
2019-09-09,2019-09-15,2.0,,,North,Garoua 2 Health District
2019-05-13,2019-05-19,0.0,,,South,Lolodorf Health District
2019-05-13,2019-05-19,0.0,,,North,Golombe Health District
2019-05-13,2019-05-19,0.0,,,North,Poli Health District
2019-05-13,2019-05-19,0.0,,,Littoral,Japoma Health District
2019-05-13,2019-05-19,0.0,,,Littoral,Ndom Health District
2019-05-13,2019-05-19,0.0,,,East,Abong Mbang Health District
2019-05-13,2019-05-19,0.0,,,East,Kette Health District
2019-05-13,2019-05-19,0.0,,,Far North,Guere Health District
2013-06-03,2013-06-09,0.0,,0.0,West,Foumbot Health District
2015-08-10,2015-08-16,0.0,,0.0,North-West,Nwa Health District
2015-08-10,2015-08-16,0.0,,0.0,North-West,Oku Health District
2015-08-10,2015-08-16,0.0,,0.0,North-West,Santa Health District
2015-08-10,2015-08-16,0.0,,0.0,North-West,Tubah Health District
2015-08-10,2015-08-16,0.0,,0.0,North-West,Wum Health District
2013-03-04,2013-03-10,0.0,,0.0,East,Ndelele Health District
2013-03-04,2013-03-10,0.0,,0.0,East,Nguelemendouka Health District
2013-05-06,2013-05-12,0.0,,0.0,West,Dschang Health District
2013-05-06,2013-05-12,0.0,,0.0,West,Foumban Health District
2013-05-06,2013-05-12,0.0,,0.0,West,Foumbot Health District
2016-10-10,2016-10-16,0.0,,0.0,North,Touboro Health District
2016-10-10,2016-10-16,0.0,,0.0,Littoral,Abo Health District
2019-02-11,2019-02-17,0.0,,0.0,Centre,Cite Verte Health District
2019-02-11,2019-02-17,0.0,,0.0,Centre,Nkolndongo Health District
2019-02-11,2019-02-17,0.0,,0.0,Centre,Biyem Assi Health District
2015-06-29,2015-07-05,0.0,,0.0,South-West,Nguti Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Garoua Boulai Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Kette Health District
2010-08-09,2010-08-15,0.0,,0.0,South,Djoum Health District
2017-07-24,2017-07-30,0.0,,0.0,Far North,Roua Health District
2017-07-24,2017-07-30,0.0,,0.0,Far North,Tokombere Health District
2017-07-24,2017-07-30,0.0,,0.0,Far North,Vele Health District
2011-04-11,2011-04-17,0.0,,0.0,South,Mvangan Health District
2010-10-25,2010-10-31,2.0,,0.0,Far North,Mokolo Health District
2015-12-07,2015-12-13,0.0,,0.0,Littoral,Nkondjock Health District
2019-02-11,2019-02-17,0.0,,,Centre,Nkolbisson Health District
2019-02-11,2019-02-17,0.0,,0.0,Adamawa,Banyo Health District
2014-01-20,2014-01-26,0.0,,0.0,East,Mbang Health District
2019-02-11,2019-02-17,0.0,,0.0,Adamawa,Meiganga Health District
2019-02-11,2019-02-17,0.0,,0.0,Adamawa,Tibati Health District
2014-01-20,2014-01-26,0.0,,0.0,East,Messamena Health District
2019-02-11,2019-02-17,0.0,,0.0,Adamawa,Tignere Health District
2014-01-20,2014-01-26,0.0,,0.0,East,Moloundou Health District
2019-02-04,2019-02-10,0.0,,0.0,West,Bafoussam Health District
2019-02-04,2019-02-10,0.0,,0.0,Far North,Fotokol Health District
2014-01-20,2014-01-26,0.0,,0.0,East,Ndelele Health District
2013-09-02,2013-09-08,0.0,,0.0,Adamawa,Meiganga Health District
2013-09-02,2013-09-08,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2013-09-02,2013-09-08,0.0,,0.0,Adamawa,Ngaoundere Urban Health District
2013-09-02,2013-09-08,0.0,,0.0,Adamawa,Tibati Health District
2013-09-02,2013-09-08,0.0,,0.0,Adamawa,Tignere Health District
2013-08-26,2013-09-01,0.0,,0.0,South-West,Akwaya Health District
2018-08-06,2018-08-12,0.0,,,North-West,Santa Health District
2018-08-06,2018-08-12,0.0,,,North-West,Wum Health District
2018-08-06,2018-08-12,0.0,,,North,Bibemi Health District
2018-08-06,2018-08-12,0.0,,,North,Figuil Health District
2018-08-06,2018-08-12,0.0,,,North,Garoua 1 Health District
2018-08-06,2018-08-12,0.0,,,North,Garoua 2 Health District
2018-08-06,2018-08-12,0.0,,,North,Gaschiga Health District
2014-02-24,2014-03-02,0.0,,0.0,South,Djoum Health District
2014-02-24,2014-03-02,0.0,,0.0,South,Ebolowa Health District
2014-02-24,2014-03-02,0.0,,0.0,South,Kribi Health District
2014-02-24,2014-03-02,0.0,,0.0,South,Lolodorf Health District
2016-07-25,2016-07-31,0.0,,0.0,South-West,Wabane Health District
2016-07-25,2016-07-31,0.0,,0.0,South,Ambam Health District
2016-07-25,2016-07-31,0.0,,0.0,South,Djoum Health District
2016-07-25,2016-07-31,0.0,,0.0,South,Ebolowa Health District
2016-07-25,2016-07-31,0.0,,0.0,South,Kribi Health District
2016-07-25,2016-07-31,0.0,,0.0,South,Lolodorf Health District
2016-07-25,2016-07-31,0.0,,0.0,South,Meyomessala Health District
2016-07-25,2016-07-31,0.0,,0.0,South,Mvangan Health District
2016-07-25,2016-07-31,0.0,,0.0,South,Olamze Health District
2015-03-23,2015-03-29,0.0,,0.0,South-West,Bangem Health District
2015-03-23,2015-03-29,0.0,,0.0,South-West,Buea Health District
2013-11-11,2013-11-17,0.0,,0.0,East,Moloundou Health District
2015-03-23,2015-03-29,0.0,,0.0,South-West,Ekondo Titi Health District
2015-03-23,2015-03-29,0.0,,0.0,South-West,Eyumodjock Health District
2013-11-11,2013-11-17,0.0,,0.0,East,Ndelele Health District
2015-03-23,2015-03-29,0.0,,0.0,South-West,Fontem Health District
2015-03-23,2015-03-29,0.0,,0.0,South-West,Konye Health District
2013-11-11,2013-11-17,0.0,,0.0,East,Nguelemendouka Health District
2015-03-23,2015-03-29,0.0,,0.0,South-West,Kumba Health District
2014-05-19,2014-05-25,0.0,,0.0,North-West,Kumbo West Health District
2014-05-19,2014-05-25,0.0,,0.0,North-West,Mbengwi Health District
2013-05-06,2013-05-12,0.0,,0.0,West,Massangam Health District
2013-05-06,2013-05-12,0.0,,0.0,West,Mbouda Health District
2012-12-31,2013-01-06,0.0,,0.0,North-West,Santa Health District
2013-05-06,2013-05-12,0.0,,0.0,West,Mifi Health District
2013-05-06,2013-05-12,0.0,,0.0,West,Penka Michel Health District
2012-12-31,2013-01-06,0.0,,0.0,North-West,Tubah Health District
2013-05-06,2013-05-12,0.0,,0.0,West,Santchou Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Ako Health District
2012-12-31,2013-01-06,0.0,,0.0,North-West,Wum Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Bafut Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Bali Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Bamenda Health District
2013-05-06,2013-05-12,0.0,,0.0,North-West,Batibo Health District
2013-04-08,2013-04-14,0.0,,0.0,Littoral,Bonassama Health District
2013-04-08,2013-04-14,0.0,,0.0,Littoral,Cite des palmiers Health District
2013-04-08,2013-04-14,0.0,,0.0,Littoral,Deido Health District
2013-04-08,2013-04-14,0.0,,0.0,Littoral,Dibombari Health District
2013-04-08,2013-04-14,0.0,,0.0,Littoral,Edea Health District
2013-04-08,2013-04-14,0.0,,0.0,Littoral,Loum Health District
2011-05-16,2011-05-22,0.0,,0.0,West,Bangangte Health District
2017-07-24,2017-07-30,0.0,,0.0,Far North,Yagoua Health District
2016-10-10,2016-10-16,0.0,,0.0,Littoral,Deido Health District
2017-07-24,2017-07-30,0.0,,0.0,Centre,Akonolinga Health District
2017-07-24,2017-07-30,0.0,,0.0,Centre,Awae Health District
2016-10-10,2016-10-16,0.0,,0.0,Littoral,Dibombari Health District
2017-07-24,2017-07-30,0.0,,0.0,Centre,Ayos Health District
2017-07-24,2017-07-30,0.0,,0.0,Centre,Bafia Health District
2016-10-10,2016-10-16,0.0,,0.0,Littoral,Edea Health District
2017-07-24,2017-07-30,0.0,,0.0,Centre,Ebebda Health District
2017-07-24,2017-07-30,0.0,,0.0,Centre,Efoulan Health District
2016-10-10,2016-10-16,0.0,,0.0,Littoral,Japoma Health District
2017-07-24,2017-07-30,0.0,,0.0,Centre,Elig Mfomo Health District
2017-04-10,2017-04-16,0.0,,0.0,North-West,Benakuma Health District
2017-04-10,2017-04-16,0.0,,0.0,North-West,Fundong Health District
2017-04-10,2017-04-16,0.0,,0.0,North-West,Kumbo East Health District
2017-04-10,2017-04-16,0.0,,0.0,North-West,Mbengwi Health District
2017-04-10,2017-04-16,0.0,,0.0,North-West,Ndop Health District
2017-04-10,2017-04-16,0.0,,0.0,North-West,Njikwa Health District
2017-04-10,2017-04-16,0.0,,0.0,North-West,Nkambe Health District
2017-04-10,2017-04-16,0.0,,0.0,North-West,Nwa Health District
2015-12-07,2015-12-13,0.0,,0.0,Littoral,Nylon Health District
2015-12-07,2015-12-13,0.0,,0.0,Littoral,Pouma Health District
2015-12-07,2015-12-13,0.0,,0.0,Littoral,Yabassi Health District
2015-12-07,2015-12-13,0.0,,0.0,East,Abong Mbang Health District
2015-12-07,2015-12-13,0.0,,0.0,East,Batouri Health District
2015-12-07,2015-12-13,0.0,,0.0,East,Bertoua Health District
2015-12-07,2015-12-13,0.0,,0.0,East,Betare Oya Health District
2015-12-07,2015-12-13,0.0,,0.0,East,Doume Health District
2015-12-07,2015-12-13,0.0,,0.0,East,Garoua Boulai Health District
2015-12-07,2015-12-13,0.0,,0.0,East,Kette Health District
2012-09-03,2012-09-09,0.0,,0.0,East,Yokadouma Health District
2012-09-03,2012-09-09,1.0,,0.0,East,Batouri Health District
2012-09-03,2012-09-09,0.0,,0.0,Far North,Bogo Health District
2012-09-03,2012-09-09,0.0,,0.0,Far North,Bourha Health District
2012-09-03,2012-09-09,0.0,,0.0,Far North,Goulfey Health District
2012-09-03,2012-09-09,0.0,,0.0,Far North,Guere Health District
2012-09-03,2012-09-09,0.0,,0.0,Far North,Guidiguis Health District
2015-02-09,2015-02-15,0.0,,0.0,Littoral,Nkongsamba Health District
2011-04-11,2011-04-17,0.0,,0.0,South,Olamze Health District
2015-02-09,2015-02-15,0.0,,0.0,Littoral,Nylon Health District
2011-04-11,2011-04-17,0.0,,0.0,South,Sangmelima Health District
2015-02-09,2015-02-15,0.0,,0.0,Littoral,Yabassi Health District
2016-05-09,2016-05-15,0.0,,0.0,West,Mbouda Health District
2016-05-09,2016-05-15,0.0,,0.0,West,Mifi Health District
2016-05-09,2016-05-15,0.0,,0.0,West,Penka Michel Health District
2016-05-09,2016-05-15,0.0,,0.0,West,Santchou Health District
2016-05-09,2016-05-15,0.0,,0.0,North-West,Ako Health District
2016-05-09,2016-05-15,0.0,,0.0,North-West,Bafut Health District
2016-05-09,2016-05-15,0.0,,0.0,North-West,Bali Health District
2016-05-09,2016-05-15,0.0,,0.0,North-West,Bamenda Health District
2016-05-09,2016-05-15,0.0,,0.0,North-West,Batibo Health District
2016-05-09,2016-05-15,0.0,,0.0,North-West,Benakuma Health District
2016-05-09,2016-05-15,0.0,,0.0,North-West,Fundong Health District
2013-07-29,2013-08-04,0.0,,0.0,North-West,Batibo Health District
2011-07-25,2011-07-31,30.0,,1.0,North,Lagdo Health District
2011-07-25,2011-07-31,32.0,,3.0,North,Figuil Health District
2011-07-25,2011-07-31,87.0,,3.0,North,Bibemi Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Mindif Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Mogode Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Mokolo Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Mora Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Moulvoudaye Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Moutourwa Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Pette Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Roua Health District
2013-01-28,2013-02-03,0.0,,0.0,Far North,Vele Health District
2010-11-22,2010-11-28,0.0,,0.0,Centre,Okola Health District
2010-11-22,2010-11-28,0.0,,0.0,Centre,Saa Health District
2010-11-22,2010-11-28,0.0,,0.0,Centre,Soa Health District
2010-11-22,2010-11-28,0.0,,0.0,Centre,Djoungolo Health District
2010-11-22,2010-11-28,0.0,,0.0,Centre,Cite Verte Health District
2010-11-22,2010-11-28,0.0,,0.0,Centre,Nkolndongo Health District
2010-11-22,2010-11-28,0.0,,0.0,Centre,Biyem Assi Health District
2010-11-22,2010-11-28,0.0,,0.0,Centre,Yoko Health District
2010-11-22,2010-11-28,0.0,,0.0,Adamawa,Bankim Health District
2010-11-22,2010-11-28,0.0,,0.0,Adamawa,Banyo Health District
2010-11-22,2010-11-28,0.0,,0.0,Adamawa,Djohong Health District
2010-11-22,2010-11-28,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2015-05-11,2015-05-17,0.0,,0.0,South,Kribi Health District
2013-10-14,2013-10-20,0.0,,0.0,Littoral,Nkongsamba Health District
2015-05-11,2015-05-17,0.0,,0.0,South,Lolodorf Health District
2015-05-11,2015-05-17,0.0,,0.0,South,Meyomessala Health District
2013-09-23,2013-09-29,0.0,,0.0,South,Olamze Health District
2013-09-23,2013-09-29,0.0,,0.0,South,Sangmelima Health District
2013-09-23,2013-09-29,0.0,,0.0,South,Zoetele Health District
2013-09-23,2013-09-29,0.0,,0.0,West,Bafang Health District
2013-09-23,2013-09-29,0.0,,0.0,West,Baham Health District
2013-09-23,2013-09-29,0.0,,0.0,West,Bamendjou Health District
2013-09-23,2013-09-29,0.0,,0.0,West,Bandja Health District
2013-09-23,2013-09-29,0.0,,0.0,West,Bandjoun Health District
2013-09-23,2013-09-29,0.0,,0.0,West,Bangangte Health District
2012-10-29,2012-11-04,0.0,,0.0,Littoral,Nylon Health District
2012-10-29,2012-11-04,0.0,,0.0,Littoral,Pouma Health District
2012-10-29,2012-11-04,0.0,,0.0,Littoral,Yabassi Health District
2012-10-29,2012-11-04,0.0,,0.0,East,Abong Mbang Health District
2012-10-29,2012-11-04,0.0,,0.0,East,Batouri Health District
2010-04-05,2010-04-11,0.0,,0.0,West,Santchou Health District
2010-04-05,2010-04-11,0.0,,0.0,North-West,Ako Health District
2010-04-05,2010-04-11,0.0,,0.0,North-West,Bafut Health District
2010-04-05,2010-04-11,0.0,,0.0,North-West,Bali Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Bogo Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Bourha Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Goulfey Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Guere Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Guidiguis Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Kaele Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Kar Hay Health District
2011-02-07,2011-02-13,0.0,,0.0,Far North,Kolofata Health District
2018-11-19,2018-11-25,0.0,,,West,Foumbot Health District
2018-11-19,2018-11-25,0.0,,,West,Kekem Health District
2018-11-19,2018-11-25,0.0,,,West,Malantouen Health District
2018-11-19,2018-11-25,0.0,,,West,Mbouda Health District
2018-11-19,2018-11-25,0.0,,,West,Mifi Health District
2018-11-19,2018-11-25,0.0,,,West,Penka Michel Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Lomie Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Mbang Health District
2013-03-04,2013-03-10,0.0,,0.0,East,Yokadouma Health District
2013-03-04,2013-03-10,0.0,,0.0,Far North,Bogo Health District
2013-03-04,2013-03-10,0.0,,0.0,Far North,Bourha Health District
2013-03-04,2013-03-10,0.0,,0.0,Far North,Goulfey Health District
2013-03-04,2013-03-10,0.0,,0.0,Far North,Guere Health District
2011-06-20,2011-06-26,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2011-06-20,2011-06-26,0.0,,0.0,Adamawa,Ngaoundere Urban Health District
2011-06-20,2011-06-26,0.0,,0.0,Adamawa,Tibati Health District
2011-06-20,2011-06-26,0.0,,0.0,Adamawa,Tignere Health District
2011-06-13,2011-06-19,0.0,,0.0,South-West,Akwaya Health District
2011-06-13,2011-06-19,0.0,,0.0,South-West,Bakassi Health District
2011-06-13,2011-06-19,0.0,,0.0,South-West,Bangem Health District
2011-06-13,2011-06-19,0.0,,0.0,South-West,Eyumodjock Health District
2011-06-13,2011-06-19,0.0,,0.0,South-West,Fontem Health District
2011-06-13,2011-06-19,0.0,,0.0,South-West,Konye Health District
2011-06-13,2011-06-19,0.0,,0.0,South-West,Mamfe Health District
2015-08-10,2015-08-16,0.0,,0.0,North,Garoua 2 Health District
2010-03-01,2010-03-07,0.0,,0.0,West,Bandja Health District
2010-03-01,2010-03-07,0.0,,0.0,West,Bandjoun Health District
2010-03-01,2010-03-07,0.0,,0.0,West,Bangangte Health District
2010-03-01,2010-03-07,0.0,,0.0,West,Bangourain Health District
2010-03-01,2010-03-07,0.0,,0.0,West,Batcham Health District
2010-03-01,2010-03-07,0.0,,0.0,West,Dschang Health District
2010-03-01,2010-03-07,0.0,,0.0,West,Foumban Health District
2010-03-01,2010-03-07,0.0,,0.0,West,Foumbot Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Messamena Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Moloundou Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Ndelele Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Nguelemendouka Health District
2012-09-24,2012-09-30,0.0,,0.0,East,Yokadouma Health District
2012-12-03,2012-12-09,0.0,,0.0,Far North,Moutourwa Health District
2012-12-03,2012-12-09,0.0,,0.0,Far North,Pette Health District
2012-12-03,2012-12-09,0.0,,0.0,Far North,Roua Health District
2012-12-03,2012-12-09,0.0,,0.0,Far North,Tokombere Health District
2012-12-03,2012-12-09,0.0,,0.0,Far North,Vele Health District
2012-12-03,2012-12-09,0.0,,0.0,Far North,Yagoua Health District
2012-12-03,2012-12-09,0.0,,0.0,Centre,Akonolinga Health District
2012-12-03,2012-12-09,0.0,,0.0,Centre,Awae Health District
2012-12-03,2012-12-09,0.0,,0.0,Centre,Ayos Health District
2012-12-03,2012-12-09,0.0,,0.0,Centre,Bafia Health District
2012-12-03,2012-12-09,0.0,,0.0,Centre,Ebebda Health District
2012-10-29,2012-11-04,0.0,,0.0,East,Messamena Health District
2011-05-16,2011-05-22,0.0,,0.0,West,Mbouda Health District
2011-05-16,2011-05-22,0.0,,0.0,West,Penka Michel Health District
2011-05-16,2011-05-22,0.0,,0.0,West,Santchou Health District
2011-05-16,2011-05-22,4.0,,0.0,West,Mifi Health District
2011-05-16,2011-05-22,12.0,,1.0,West,Kouoptamo Health District
2016-07-25,2016-07-31,0.0,,0.0,West,Malantouen Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Ayos Health District
2016-07-25,2016-07-31,0.0,,0.0,West,Massangam Health District
2016-07-25,2016-07-31,0.0,,0.0,West,Mbouda Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Bafia Health District
2016-07-25,2016-07-31,0.0,,0.0,West,Mifi Health District
2016-07-25,2016-07-31,0.0,,0.0,West,Penka Michel Health District
2013-01-28,2013-02-03,0.0,,0.0,Centre,Ebebda Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Guidiguis Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Hina Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Kaele Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Kar Hay Health District
2017-01-02,2017-01-08,0.0,,0.0,Far North,Kolofata Health District
2013-10-14,2013-10-20,0.0,,0.0,East,Doume Health District
2013-10-14,2013-10-20,0.0,,0.0,East,Garoua Boulai Health District
2013-10-14,2013-10-20,0.0,,0.0,East,Kette Health District
2013-10-14,2013-10-20,0.0,,0.0,East,Lomie Health District
2013-10-14,2013-10-20,0.0,,0.0,East,Mbang Health District
2013-10-14,2013-10-20,0.0,,0.0,East,Messamena Health District
2013-10-14,2013-10-20,0.0,,0.0,East,Moloundou Health District
2013-10-14,2013-10-20,0.0,,0.0,East,Ndelele Health District
2018-11-19,2018-11-25,14.0,,,North,Bibemi Health District
2018-03-12,2018-03-18,0.0,,,Littoral,Melong Health District
2018-03-12,2018-03-18,0.0,,,Littoral,Ndom Health District
2018-03-12,2018-03-18,0.0,,,Littoral,Ngambe Health District
2018-03-12,2018-03-18,0.0,,,Littoral,Nkongsamba Health District
2018-03-12,2018-03-18,0.0,,,Littoral,Nylon Health District
2018-03-12,2018-03-18,0.0,,,Littoral,Yabassi Health District
2018-03-12,2018-03-18,1.0,,,Littoral,New Bell Health District
2018-03-12,2018-03-18,0.0,,,East,Abong Mbang Health District
2018-03-12,2018-03-18,0.0,,,East,Batouri Health District
2018-03-12,2018-03-18,0.0,,,East,Bertoua Health District
2018-03-12,2018-03-18,0.0,,,East,Betare Oya Health District
2018-03-12,2018-03-18,0.0,,,East,Doume Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Makary Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Meri Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Mindif Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Mogode Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Mokolo Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Mora Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Moulvoudaye Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Moutourwa Health District
2014-01-20,2014-01-26,0.0,,0.0,Far North,Pette Health District
2013-03-04,2013-03-10,0.0,,0.0,Far North,Maga Health District
2013-03-04,2013-03-10,0.0,,0.0,Far North,Makary Health District
2012-08-20,2012-08-26,0.0,,0.0,West,Kouoptamo Health District
2010-11-15,2010-11-21,0.0,,0.0,South-West,Ekondo Titi Health District
2010-11-15,2010-11-21,0.0,,0.0,South-West,Eyumodjock Health District
2010-11-15,2010-11-21,0.0,,0.0,South-West,Fontem Health District
2010-11-15,2010-11-21,0.0,,0.0,South-West,Konye Health District
2010-11-15,2010-11-21,0.0,,0.0,South-West,Kumba Health District
2017-04-10,2017-04-16,0.0,,0.0,Littoral,Dibombari Health District
2017-04-10,2017-04-16,0.0,,0.0,Littoral,Edea Health District
2017-04-10,2017-04-16,0.0,,0.0,Littoral,Japoma Health District
2017-04-10,2017-04-16,0.0,,0.0,Littoral,Logbaba Health District
2017-04-10,2017-04-16,0.0,,0.0,Littoral,Loum Health District
2017-04-10,2017-04-16,0.0,,0.0,Littoral,Manoka Health District
2017-04-10,2017-04-16,0.0,,0.0,Littoral,Mbanga Health District
2016-10-10,2016-10-16,0.0,,0.0,East,Ndelele Health District
2016-10-10,2016-10-16,0.0,,0.0,East,Nguelemendouka Health District
2016-10-10,2016-10-16,0.0,,0.0,East,Yokadouma Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Bogo Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Bourha Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Gazawa Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Goulfey Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Guere Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Guidiguis Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Hina Health District
2016-10-10,2016-10-16,0.0,,0.0,Far North,Kar Hay Health District
2011-03-14,2011-03-20,0.0,,0.0,West,Kekem Health District
2016-01-11,2016-01-17,0.0,,0.0,Littoral,Dibombari Health District
2016-01-11,2016-01-17,0.0,,0.0,Littoral,Edea Health District
2016-01-11,2016-01-17,0.0,,0.0,Littoral,Japoma Health District
2016-01-11,2016-01-17,0.0,,0.0,Littoral,Logbaba Health District
2016-01-11,2016-01-17,0.0,,0.0,Littoral,Loum Health District
2016-01-11,2016-01-17,0.0,,0.0,Littoral,Manjo Health District
2016-01-11,2016-01-17,0.0,,0.0,Littoral,Manoka Health District
2016-01-11,2016-01-17,0.0,,0.0,Littoral,Mbanga Health District
2010-12-27,2011-01-02,0.0,,0.0,North-West,Fundong Health District
2010-12-27,2011-01-02,0.0,,0.0,North-West,Kumbo East Health District
2010-12-27,2011-01-02,0.0,,0.0,North-West,Mbengwi Health District
2010-12-27,2011-01-02,0.0,,0.0,North-West,Ndop Health District
2013-07-29,2013-08-04,0.0,,0.0,North,Rey Bouba Health District
2013-07-29,2013-08-04,0.0,,0.0,North,Tchollire Health District
2013-07-29,2013-08-04,0.0,,0.0,North,Touboro Health District
2013-07-29,2013-08-04,0.0,,0.0,Littoral,Bonassama Health District
2013-07-29,2013-08-04,0.0,,0.0,Littoral,Cite des palmiers Health District
2013-07-29,2013-08-04,0.0,,0.0,Littoral,Deido Health District
2013-07-29,2013-08-04,0.0,,0.0,Littoral,Dibombari Health District
2015-03-23,2015-03-29,0.0,,0.0,South,Lolodorf Health District
2015-03-23,2015-03-29,0.0,,0.0,South,Meyomessala Health District
2015-03-23,2015-03-29,0.0,,0.0,South,Mvangan Health District
2015-03-23,2015-03-29,0.0,,0.0,South,Olamze Health District
2015-03-23,2015-03-29,0.0,,0.0,South,Zoetele Health District
2015-10-19,2015-10-25,0.0,,0.0,North-West,Benakuma Health District
2015-10-19,2015-10-25,0.0,,0.0,North-West,Fundong Health District
2015-10-19,2015-10-25,0.0,,0.0,North-West,Kumbo East Health District
2015-06-29,2015-07-05,0.0,,0.0,West,Kekem Health District
2015-06-29,2015-07-05,0.0,,0.0,West,Kouoptamo Health District
2015-06-29,2015-07-05,0.0,,0.0,West,Malantouen Health District
2015-06-29,2015-07-05,0.0,,0.0,West,Massangam Health District
2015-06-29,2015-07-05,0.0,,0.0,West,Mbouda Health District
2015-06-29,2015-07-05,0.0,,0.0,West,Mifi Health District
2015-06-29,2015-07-05,0.0,,0.0,West,Penka Michel Health District
2015-06-29,2015-07-05,0.0,,0.0,West,Santchou Health District
2015-06-29,2015-07-05,0.0,,0.0,North-West,Bafut Health District
2017-07-24,2017-07-30,0.0,,0.0,Adamawa,Tibati Health District
2017-07-24,2017-07-30,0.0,,0.0,Adamawa,Tignere Health District
2017-07-17,2017-07-23,0.0,,0.0,South-West,Akwaya Health District
2017-07-17,2017-07-23,0.0,,0.0,South-West,Bakassi Health District
2017-07-17,2017-07-23,0.0,,0.0,South-West,Bangem Health District
2017-07-17,2017-07-23,0.0,,0.0,South-West,Buea Health District
2017-07-17,2017-07-23,0.0,,0.0,South-West,Ekondo Titi Health District
2017-07-17,2017-07-23,0.0,,0.0,South-West,Eyumodjock Health District
2017-07-17,2017-07-23,0.0,,0.0,South-West,Fontem Health District
2010-07-12,2010-07-18,0.0,,0.0,Centre,Ebebda Health District
2010-07-12,2010-07-18,0.0,,0.0,Centre,Efoulan Health District
