Year,sCh,cCh,CFR,REF_AREA,Population_Density,ISO3,Country,Residence Type,Service Type,Coverage,Population,Quintile,Service level
1971,2167,1001,7.99,CMR,14.013682807641048,,,,,,,,
1972,0,0,,CMR,14.399678449789512,,,,,,,,
1973,206,0,,CMR,14.801167734974932,,,,,,,,
1974,0,0,,CMR,15.217750840896109,,,,,,,,
1975,0,0,,CMR,15.648325611897356,,,,,,,,
1976,135,52,7.69,CMR,16.07319921304817,,,,,,,,
1978,25,8,0.0,CMR,16.948913710308645,,,,,,,,
1979,16,8,0.0,CMR,17.430646696706226,,,,,,,,
1980,229,0,,CMR,18.0072750735123,,,,,,,,
1981,0,0,,CMR,18.65070973747118,,,,,,,,
1982,8,4,0.0,CMR,19.099824416661377,,,,,,,,
1983,55,30,6.67,CMR,19.494821349241608,,,,,,,,
1984,392,137,7.3,CMR,20.04416661378012,,,,,,,,
1985,1158,0,,CMR,20.650568001523133,,,,,,,,
1986,165,0,,CMR,21.282270313723,,,,,,,,
1987,94,0,,CMR,21.9389244991644,,,,,,,,
1988,26,6,0.0,CMR,22.60364282541093,,,,,,,,
1989,23,11,0.0,CMR,23.275887965137187,,,,,,,,
1990,32,0,,CMR,23.97203570899706,,,,,,,,
1991,4026,1910,7.96,CMR,24.681474900044424,,,,,,,,
1992,1268,471,7.86,CMR,25.39898246282076,,,,,,,,
1993,0,0,,CMR,26.132578113431062,,,,,,,,
1994,527,255,7.84,CMR,26.87673838082545,,,,,,,,
1995,615,292,7.19,CMR,27.62479321359819,,,,,,,,
1996,5796,1773,7.95,CMR,28.37840748027332,,,,,,,,
1997,1709,798,7.89,CMR,29.14094053436568,,,,,,,,
1998,4603,0,,CMR,29.92291256795921,,,,,,,,
1999,1584,527,6.64,CMR,30.72738042351548,,,,,,,,
2000,123,0,,CMR,31.54710287491274,,,,,,,,
2001,259,68,7.35,CMR,32.38664297349326,,,,,,,,
2002,66,20,5.0,CMR,33.26675551606694,,,,,,,,
2003,207,96,7.29,CMR,34.186583740559755,,,,,,,,
2004,230,0,,CMR,35.13885257345942,,,,,,,,
2005,2847,1138,8.0,CMR,36.12065325463815,,,,,,,,
2006,922,0,,CMR,37.12721753294832,,,,,,,,
2007,50,23,4.35,CMR,38.18386748746589,,,,,,,,
2008,0,0,,CMR,39.29270800279241,,,,,,,,
2009,804,0,,CMR,40.43488396691418,,,,,,,,
2010,135286,36667,3.6020080612373437,CMR,41.60704448816399,,,,,,,,
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,57.99071,2346571.53476,Middle,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,37.46115,725122.37233,Middle,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,83.50808,1762685.11972,Middle,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,34.0094,1376177.15149,Middle,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,19.86888,384594.97937,Middle,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,52.19511,1101732.16351,Middle,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,9.8151,397164.23143,Middle,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,7.95621,154005.52101,Middle,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,9.7248,205270.60219,Middle,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,17.49131,707778.94645,Middle,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,6.46759,125190.79676,Middle,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,38.82536,819524.11118,Middle,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,2.41003,97521.05506,Middle,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,6.63039,128342.08394,Middle,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,0.10673,2252.80788,Middle,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,8.81053,356514.69032,Middle,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,21.17524,409881.61272,Middle,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,0.58088,12261.15801,Middle,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,23.38365,946210.34349,Middle,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,33.40741,646655.49393,Middle,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,6.18624,130578.92009,Middle,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,46.08926,1864983.647,Middle,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,67.03315,1297537.13993,Middle,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,8.8728,187286.71742,Middle,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,40.37223,1633646.43106,Poor,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,33.98586,657852.41064,Poor,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,80.96979,1709106.88812,Poor,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,22.60202,914581.91442,Poor,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,27.29267,528294.74734,Poor,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,50.66517,1069438.24256,Poor,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,9.20825,372608.14602,Poor,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,7.93226,153542.04232,Poor,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,9.47124,199918.435,Poor,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,6.94833,281161.57448,Poor,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,2.52417,48859.44259,Poor,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,32.35018,682846.2267,Poor,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,6.59258,266766.16459,Poor,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,19.51176,377682.24184,Poor,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,0.20955,4423.08689,Poor,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,17.68586,715651.31299,Poor,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,22.8968,443205.36138,Poor,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,0.68601,14480.16796,Poor,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,32.73366,1324554.90994,Poor,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,35.18508,681065.18567,Poor,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,8.87297,187290.30893,Poor,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,63.85707,2583951.14651,Poor,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,50.6714,980828.56823,Poor,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,16.77511,354088.24384,Poor,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,33.80848,1368046.74639,Poorest,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,31.60132,611695.6339,Poorest,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,61.26556,1293190.76614,Poorest,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,22.75457,920754.69966,Poorest,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,18.69285,361830.93187,Poorest,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,35.68234,753181.28179,Poorest,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,8.51002,344354.42959,Poorest,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,9.11278,176392.83527,Poorest,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,12.20727,257670.64048,Poorest,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,1.72811,69927.23581,Poorest,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,1.45979,28256.59534,Poorest,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,14.39554,303860.37225,Poorest,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,26.22674,1061254.59471,Poorest,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,30.68408,593940.99505,Poorest,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,6.83943,144366.33416,Poorest,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,18.9905,768443.14776,Poorest,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,17.16184,332195.74792,Poorest,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,5.35201,112970.00432,Poorest,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,38.69101,1565616.47626,Poorest,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,42.12407,815380.78291,Poorest,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,21.17516,446964.38906,Poorest,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,49.29059,1994524.26982,Poorest,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,49.16328,951636.47773,Poorest,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,43.0827,909387.81181,Poorest,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,79.1705,3203603.06555,Rich,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,44.1283,854176.02136,Rich,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,91.00212,1920868.83154,Rich,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,51.2702,2074628.61811,Rich,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,24.19273,468290.29422,Rich,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,57.7499,1218982.56822,Rich,At least basic
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,9.36501,378951.63193,Rich,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,8.15304,157815.52015,Rich,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,5.24247,110657.77864,Rich,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,33.4918,1355232.58894,Rich,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,9.35968,181172.0785,Rich,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,36.93781,779681.78278,Rich,Limited service
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,0.18846,7625.75859,Rich,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,2.30485,44614.25072,Rich,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,0.29432,6212.49927,Rich,Open defecation
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,2.25284,91160.11714,Rich,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,13.60817,263408.62222,Rich,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,0.57487,12134.43089,Rich,Surface water
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Drinking water,9.21165,372745.98538,Rich,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Drinking water,34.11049,660264.83628,Rich,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Drinking water,3.18054,67134.75893,Rich,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,total,Sanitation,15.04954,608973.83436,Rich,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,rural,Sanitation,64.14273,1241588.37657,Rich,Unimproved
2011,222840,59782,3.5510345959911898,CMR,42.80066848596391,CMR,Cameroon,urban,Sanitation,5.01796,105918.94973,Rich,Unimproved
2012,60719,20484,1.5253309487807813,CMR,44.0217659876034,,,,,,,,
2013,60589,19828,1.6253641764477078,CMR,45.27591123521821,,,,,,,,
2014,79111,25908,1.8350321939473588,CMR,46.6668634046244,CMR,Cameroon,total,Drinking water,57.34998,2530268.93527,Middle,At least basic
2014,79111,25908,1.8350321939473588,CMR,46.6668634046244,CMR,Cameroon,rural,Drinking water,40.17879,815858.00452,Middle,At least basic
2014,79111,25908,1.8350321939473588,CMR,46.6668634046244,CMR,Cameroon,urban,Drinking water,84.14499,2003836.89215,Middle,At least basic
2014,79111,25908,1.8350321939473588,CMR,46.6668634046244,CMR,Cameroon,total,Sanitation,33.6125,1482976.50287,Middle,At least basic
2014,79111,25908,1.8350321939473588,CMR,46.6668634046244,CMR,Cameroon,rural,Sanitation,10.05752,204224.80218,Middle,At least basic
2014,79111,25908,1.8350321939473588,CMR,46.6668634046244,CMR,Cameroon,urban,Sanitation,50.28528,1197498.60242,Middle,At least basic
